KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K17836	1	Nostoc	3.5.2.6	K01467,K17836,K17837,K17838,K18698,K18699,K18766,K18767,K18768,K18780,K18781,K18782,K18790,K18791,K18792,K18793,K18794,K18795,K18796,K18797,K18970,K18971,K18972,K18973,K18976,K19095,K19096,K19097,K19098,K19099,K19100,K19101,K19209,K19210,K19211,K19212,K19213,K19214,K19215,K19216,K19217,K19218,K19316,K19317,K19318,K19319,K19320,K19321,K19322,K20319,K20320,K21266,K21276,K21277,K22331,K22332,K22333,K22334,K22335,K22346,K22351,K22352,K24153,K24159,K24161,K24162	K01467,K17836,K17837,K17838,K18698,K18699,K18766,K18767,K18768,K18780,K18781,K18782,K18790,K18791,K18792,K18793,K18794,K18795,K18796,K18797,K18970,K18971,K18972,K18973,K18976,K19095,K19096,K19097,K19098,K19099,K19100,K19101,K19209,K19210,K19211,K19212,K19213,K19214,K19215,K19216,K19217,K19218,K19316,K19317,K19318,K19319,K19320,K19321,K19322,K20319,K20320,K21266,K21276,K21277,K22331,K22332,K22333,K22334,K22335,K22346,K22351,K22352,K24153,K24159,K24161,K24162	3.5.2.6
K17838	1	Nostoc	3.5.2.6	K01467,K17836,K17837,K17838,K18698,K18699,K18766,K18767,K18768,K18780,K18781,K18782,K18790,K18791,K18792,K18793,K18794,K18795,K18796,K18797,K18970,K18971,K18972,K18973,K18976,K19095,K19096,K19097,K19098,K19099,K19100,K19101,K19209,K19210,K19211,K19212,K19213,K19214,K19215,K19216,K19217,K19218,K19316,K19317,K19318,K19319,K19320,K19321,K19322,K20319,K20320,K21266,K21276,K21277,K22331,K22332,K22333,K22334,K22335,K22346,K22351,K22352,K24153,K24159,K24161,K24162	K01467,K17836,K17837,K17838,K18698,K18699,K18766,K18767,K18768,K18780,K18781,K18782,K18790,K18791,K18792,K18793,K18794,K18795,K18796,K18797,K18970,K18971,K18972,K18973,K18976,K19095,K19096,K19097,K19098,K19099,K19100,K19101,K19209,K19210,K19211,K19212,K19213,K19214,K19215,K19216,K19217,K19218,K19316,K19317,K19318,K19319,K19320,K19321,K19322,K20319,K20320,K21266,K21276,K21277,K22331,K22332,K22333,K22334,K22335,K22346,K22351,K22352,K24153,K24159,K24161,K24162	3.5.2.6
K17892	1	Nostoc	1.8.7.2	K17892	K17892	1.8.7.2
K17893	1	Nostoc	1.10.3.11	K17893	K17893	1.10.3.11
K18007	1	Nostoc	1.12.1.2	K00436,K18005,K18006,K18007	K00436,K18005,K18006,K18007	1.12.1.2
K18031	1	Nostoc	1.13.11.61	K18031	K18031	1.13.11.61
K18109	1	Nostoc	4.2.3.90	K18109	K18109	4.2.3.90
K18534	1	Nostoc	2.1.1.295	K12502,K18534	K12502,K18534	2.1.1.295
K18640	1	Nostoc			K18640	
K18678	1	Nostoc	2.7.1.182	K18678	K18678	2.7.1.182
K18814	1	Nostoc			K18814	
K18824	1	Nostoc	2.5.1.15	K00796,K13939,K13941,K18824,K18825,K18974,K24102	K00796,K13939,K13941,K18824,K18825,K18974,K24102	2.5.1.15
K18828	1	Nostoc			K18828	
K18831	1	Nostoc			K18831	
K18889	1	Nostoc			K18889	
K18890	1	Nostoc			K18890	
K18916	1	Nostoc	1.20.1.1	K18916	K18916	1.20.1.1
K18979	1	Nostoc	1.17.99.6	K09765,K18979	K09765,K18979	1.17.99.6
K18997	1	Nostoc			K18997	
K19003	1	Nostoc	2.4.1.336	K19003	K19003	2.4.1.336
K19032	1	Nostoc			K19032	
K19076	1	Nostoc			K19076	
K19091	1	Nostoc			K19091	
K19092	1	Nostoc			K19092	
K19120	1	Nostoc			K19120	
K19121	1	Nostoc			K19121	
K19122	1	Nostoc			K19122	
K19134	1	Nostoc			K19134	
K19158	1	Nostoc			K19158	
K19159	1	Nostoc			K19159	
K19166	1	Nostoc			K19166	
K19170	1	Nostoc			K19170	
K19171	1	Nostoc			K19171	
K19172	1	Nostoc			K19172	
K19221	1	Nostoc	2.5.1.17	K00798,K19221	K00798,K19221	2.5.1.17
K19267	1	Nostoc	1.6.5.2	K00355,K03809,K19267,K23842	K00355,K03809,K19267,K23842	1.6.5.2
K19294	1	Nostoc			K19294	
K19302	1	Nostoc	3.6.1.27	K01096,K06153,K19302	K01096,K06153,K19302	3.6.1.27
K19431	1	Nostoc			K19431	
K19802	1	Nostoc	5.1.1.20,5.1.1.25	K19802	K19802	5.1.1.20,5.1.1.25
K19982	1	Nostoc			K19982	
K20024	1	Nostoc	5.1.3.34	K20024	K20024	5.1.3.34
K20074	1	Nostoc	3.1.3.16	K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534,K28965	K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534,K28965	3.1.3.16
K20276	1	Nostoc			K20276	
K20444	1	Nostoc			K20444	
K20534	1	Nostoc			K20534	
K20713	1	Nostoc	4.4.1.33	K20713	K20713	4.4.1.33
K20765	1	Nostoc	3.7.1.18	K20765	K20765	3.7.1.18
K21071	1	Nostoc	2.7.1.11,2.7.1.90	K00895,K21071,K00850,K16370,K21071,K24182	K00850,K00895,K16370,K21071,K24182	2.7.1.11,2.7.1.90
K21147	1	Nostoc	2.7.7.80,2.8.1.11	K11996,K21028,K21147,K11996,K21029,K21147	K11996,K21028,K21029,K21147	2.7.7.80,2.8.1.11
K21231	1	Nostoc	1.3.7.13	K21231	K21231	1.3.7.13
K21379	1	Nostoc	2.3.1.209	K21379	K21379	2.3.1.209
K21449	1	Nostoc			K21449	
K21471	1	Nostoc			K21471	
K21480	1	Nostoc	1.14.15.20	K21480	K21480	1.14.15.20
K21495	1	Nostoc			K21495	
K21498	1	Nostoc			K21498	
K21561	1	Nostoc			K21561	
K21563	1	Nostoc			K21563	
K21600	1	Nostoc			K21600	
K21639	1	Nostoc	1.4.3.25	K21639	K21639	1.4.3.25
K21703	1	Nostoc			K21703	
K21903	1	Nostoc			K21903	
K21904	1	Nostoc			K21904	
K21929	1	Nostoc	3.2.2.27	K03648,K21929,K25266,K26513	K03648,K21929,K25266,K26513	3.2.2.27
K22044	1	Nostoc			K22044	
K22187	1	Nostoc			K22187	
K22205	1	Nostoc	3.13.2.3	K22205	K22205	3.13.2.3
K22278	1	Nostoc	3.5.1.104	K22278	K22278	3.5.1.104
K22305	1	Nostoc	3.1.3.3	K01079,K02203,K05518,K07315,K15781,K22305,K25528	K01079,K02203,K05518,K07315,K15781,K22305,K25528	3.1.3.3
K22452	1	Nostoc	2.3.2.13	K00686,K03917,K05619,K05620,K05621,K05622,K05623,K05624,K05625,K22452	K00686,K03917,K05619,K05620,K05621,K05622,K05623,K05624,K05625,K22452	2.3.2.13
K22468	1	Nostoc	2.7.4.34	K22468	K22468	2.7.4.34
